ID	Name	Geolocatiion_latitude	Geolocatiion_longitude	Ownership	AddressNum	Street	City	State	Zipcode	YearMonumentalized	YearBuilt	Category	Type	Status	Gender	Ethnicity	Controversy	Vandalized	Comments	Source	ImageFileName	Copyright
80	Back Bay Fens	-71.092931	42.343469	City of Boston		The Fenway	Fenway	MA		1879		Object		Original Location					"As quickly as the Back Bay developed, another problem festered. A mill company's dam's basin became an increasingly noxious open sewer, particularly at low tide. Even then, pollution was a problem, and Bostonians demanded a solution. Enter Frederick Law Olmsted. He proposed to flush out the stagnant waterway and add naturalistic plantings to emulate the original tide marsh ecology of the Fenway area. His plan was true to both the character of the land and the needs of the growing population. Today we find in the Fens different charms from the ones Olmsted created. The 1910 damming of the Charles River changed the water here from brackish to fresh, rendering his plantings unsupportable. Only two of the original ""strong but unobtrusive"" bridges, the parks general boundaries and some early trees remain of Olmsted's design. The Fens continues to be much loved and utilized. Community gardens; the elegant Kellecher Rose Garden; World War II, Korean and Vietnam War memorial; busy ball fields; and the unusual range of bird species are major attractions."	http://bit.ly/OxlNwQ		
233	Back Bay Station / Brotherhood of Sleeping Car Porters	-71.075797	42.347435		145	Dartmouth St	Boston	MA	2116	1986		Statue		Original Location					"When Back Bay Station opened in 1899, African Americans represented nearly a third of the population surrounding Columbus Avenue and Dartmouth Street on the Albany Railroad. This population concentration was a result of the black community’s migration from Beacon Hill to Back Bay and the adjoining South End. Many men in these neighborhoods worked as Pullman Porters on interstate trains throughout the Northeast. During the 1910s, these porters organized in protest against discrimination and exploitative pay, which attracted the attention of Harlem activist A. Philip Randolph, who later founded the Brotherhood of Sleeping Car Porters (BSCP). The Brotherhood was established in 1925 and formally recognized as a union in 1937. In 1986, as part of the state’s Southwest Corridor project, artist Tina Allen was commissioned to design this statue for Back Bay Station to commemorate Randolph and the local black community’s contribution to the BSCP. The station concluded renovations in 1987."	https://africanamericantrailproject.tufts.edu/20th-century-sites		
404	Back Bay Station and Neighborhood	-71.075727	42.34735										Women's Heritage Trail						"In the Back Bay Station, Tina Allen‚Äôs statue of A. Philip Randolph, founder of the Brotherhood of Sleeping Car Porters, signifies the importance of the role of porters in developing and sustaining African American communities all over the country, including one in the South End. Women in the union‚Äôs Boston Ladies‚Äô Auxiliary served as hostesses at the nearby union headquarters every afternoon. Although one of the union‚Äôs goals was for the men to make a living wage so their wives would not have to work, women did operate boarding houses where porters from other cities could stay between runs.<br>Los Angeles Sculptor Tina Allen, whose goal is to preserve the African American legacy, has sculpted many other statues of African American leaders including one of Sojourner Truth in Battle Creek, Michigan."			
62	Batterymarch Building	-71.053225	42.357335		54	Batterymarch St.	Boston	MA	2109		1928	Building		Original Location					"165 feet — The height of the Batterymarch Building, Boston’s first Art Deco skyscraper, completed in 1928. Only the Custom House Tower was taller.To create the illusion of even greater height, the Batterymarch Building is clad in 30 shades of brick that transition from dark at the bottom to light at the top.The Batterymarch Building, for the Revolutionary War soldiers who marched by the site on the way to their garrison"	https://www.boston.gov/sites/default/files/imce-uploads/2016-11/batterymarch_building_study_report_143.pdf		
279	Benjamin Franklin Statue	-71.059607	42.358294									Statue										
49	Berkeley Building	-71.072697	42.351572	"A.W. Perry, Inc"	414-26	Boylston Street	Back Bay	MA	2116			Building		Original Location					"Not to be confused with the old John Hancock Building a block away, which is also known as the Berkeley Building, this building was completed in 1905 and is an excellent surviving example of Beaux-Arts architecture in Boston. It was designed by Stephen Codman and Constant-Désiré Despradelle; the latter was a noted architect and professor at MIT, which at the time was located diagonally across from here. Over a century later, the building is still in good condition, with even the original 1905 storefronts still intact."	http://bit.ly/1eogG9l		
423	Bethany Home for Young Women	-71.0750838	42.338										Women's Heritage Trail						"Operated as a home for single young women by the Universalist Church at this site from 1890 to 1940, the Bethany Home was open to women of all faiths who paid a small entrance fee. The home was partly supported by Bethany Sisters Circles in churches throughout the state and beyond. It moved to 256 Newbury Street in the Back Bay where it still provides affordable housing for young women and is now known as Bethany Union."			
424	Bijou Theater/Amusement Center	-71.062571	42.354042		543-547	Washington Street	Boston	MA	2201		1882	Building		Removed			Mostly demolished after a fire		"The Bijou Theatre opened on December 11, 1882 as a “Parlor Opera House” featuring Gilbert and Sullivan’s “Iolanthe”. It was located on the second floor of an annex to the next-door Adams House hotel. It replaced an earlier theatre in the same building that at various times was called the Lion, the Mechanics Institute, the Melodeon Varieties, the New Melodeon, and the Gaiety. B.F. Keith took over the Bijou Theatre in 1886 and began to stage vaudeville shows there. Later he converted it to show movies and renamed it the Bijou Dream Theatre. At one point it was also called the Intown Theatre. The Bijou Theatre continued operating into the 1940’s, but after the horrific Cocoanut Grove nightclub fire of 1942, Boston enacted stricter fire laws that doomed the Bijou Theatre. Its exits led not to the street but rather to two neighboring theatres, the old BF Keith Theatre (later called the Normandie Theatre and the Laffmovie Theatre) and the newer Keith Memorial Theatre (much later called the Savoy Theatre and the Boston Opera House). Eventually the Bijou Theatre was razed to the orchestra and stage floors, which became the roof of the stores below."	https://www.boston.gov/sites/default/files/imce-uploads/2019-07/blc_landmarks_petitions_as_of_july_2019_-_chronological.pdf		
400	Birthplace of Jane Franklin Mecom	-71.058386	42.3567494										Women's Heritage Trail						"Jane Franklin Mecom (1712-94), Benjamin Franklin's sister and favorite family correspondent, survived the trials of raising nine children and many grandchildren in eighteenth-century Boston. After Mecom‚Äôs husband died in 1765, she opened a boarding house near the Old State House, where legislators stayed frequently and kept her informed about local and national political issues. At the age of seventy-six she wrote: I have a good clean House to live in‚ I go to bed Early lye warm & comfortable Rise Early to a good Fire have my Brakfast directly and Eate it with a good Apetite and then read or Work‚Äwe live frugaly Bake all our own Bread a Friend sitts and chats a litle in the Evening."			
401	Blackstone Block	-71.05681	42.362084	Historic Boston Incorporated		"Marshall Street, Creek Square, Marsh Lane, Salt Lane, Scott Alley, and Public Alley 102"	Boston	MA	2108	1800s		Object		Original Location					"The network of narrow alleys and open spaces that run through Blackstone are a rare surviving remnant of 17th century street patterns, and offer a glimpse of the scale and size of colonial Boston. For contemporary Bostonians, these small streets offer tremendous potential to connect the destination sites that surround the block, and to become attractive, and usable pedestrian spaces in their own right. With some careful thought, cleanup, lighting, and paving improvements this significant historic resource could be reclaimed as an important public amenity in Boston's historic downtown."	http://bit.ly/R0CkvA		
402	Blessed Sacrament Church Complex	-71.108198	42.322861	Jamaica Plain Neighborhood Development Corporation		"Centre, Creighton, Sunnyside Streets"	Jamaica Plain	MA			1891	Building		Relocated			"yes, over usage"		"The building is about a half-acre in size and is distinguished by one of the greatest church facades in Boston, an entrance porch of two monumental Ionic columns 60 feet high supporting a pedimented attic. Under the pediment was set a gorgeous rosette stained glass window,” wrote Heath. The church was built at a cost of $115,000, which included 15 stained-glass windows designed and made by the Boston master glass artisan Charles Connick, according to Heath. Construction of the church finished in 1917. After the church was shut down and sold, 11 windows were moved to the Sacred Heart Church in Weymouth in 2007. The church campus was controversially closed in 2004 and was bought by the Jamaica Plain Neighborhood Development Corporation (JPNDC) and New Atlantic Development in 2005. The campus has been redeveloped over the years, including the rectory building being put on wheels to move and become condos. The convent became housing and the Norbert School has plans to become 21 apartment units. A mixed-use building was also built at the corner of Creighton and Centre Streets."	http://jamaicaplaingazette.com/2013/07/19/jp-history-blessed-sacraments-120-years-in-hyde-square/		
403	Board of Trade Building	-71.054462	42.359392		22-Feb	Broad Street	Boston	MA	2109		1901	Building										
251	Bobby Orr	-71.06028	42.366152		164	Causeway St	Boston	MA	2114		2010	Statue		Relocated						https://www.boston.com/news/local-news/2016/03/17/bobby-orr-statue-will-leap-to-new-location-near-the-td-garden	251_01	Elise Amendola/AP
281	Bobby Orr	-71.060283	42.3663						2114			Statue										
282	Boston Center for Adult Education	-71.069432	42.349188		5	Commonwealth Avenue	Back Bay	MA	2116			Building										
244	Boston City Hall and Election of Council Member Ayanna Pressley	-71.057463	42.360439		1	City Hall Sq	Boston	MA	2203			Building		Original Location					"In 2009, Ayanna Pressley (b. 1974) was elected the first woman of color to serve on the Boston City Council. A native of Chicago, Pressley attended Boston University. Her career in Massachusetts politics includes her work as senior aide for U.S. Representative Joseph P. Kennedy II and U.S. Senator John Kerry. In 2018, Pressley was elected to the U.S. House of Representatives, serving Massachusetts’ 7th Congressional District."	https://africanamericantrailproject.tufts.edu/21st-century-sites		
95	Boston Common	-71.063868	42.355559	City of Boston		Beacon Street	Boston	MA	2111	1634		Object		Original Location					"Established in 1634, Boston Common is America’s oldest public park. Puritan colonists purchased the land rights to the Common’s 44 acres from the first European settler of the area, Anglican minister William Blackstone."	http://bit.ly/1kGDfKd		
283	Boston Common Tablet	-71.062213	42.35662		1634	Freedom Trail	Boston	MA	2108		1913											
284	Boston Fish Pier	-71.03838	42.350694		212-234	Northern Avenue	Boston	MA	2210		1910	Building		Original Location					"Boston’s Seaport District along the waterfront of South Boston has undergone a dramatic shift in recent years, evolving from acres and acres of windswept parking lots to a city-within-a-city filled with hotels, restaurants, nightlife destinations, brew pubs, an art museum, a federal courthouse, a cinema and more. For more than a century, though, the Boston Fish Pier—the country’s oldest working edifice of its kind—has stood as a reminder of the area’s seagoing past. Begun in 1910 and originally known as Pier 6, Boston Fish Pier was slated to replace the smaller, downtown piers that had been the center of the fishing industry in the Hub. Two years later, two large buildings were constructed along opposite sides of the pier to house fish dealers and other related marine businesses, along with an administration and auction building at the end of the pier. The structure also housed an eight-story cold storage facility, since demolished along with a bygone power plant, that was said to have been the largest in the world. When the Fish Pier made its official debut, it contained berths for 40 fishing vessels, with the capacity to have more than 80 boats unload simultaneously. For much of the 20th century, the fishing business at the pier was booming, peaking in 1963 with a total catch of 339 million pounds."			
236	Boston Garden (TD Garden)	-71.062075	42.366128		100	Legends Way	Boston	MA	2114		1928	Building		Original Location					"Opened in 1928 as the city’s premiere sports arena, the Boston Garden (located in the present-day TD Bank North Garden) was home to two of the city’s athletic dynasties - the National Hockey League’s Boston Bruins, and the National Basketball Association’s Celtics. The Garden’s place in Boston’s African American history is significant. In 1950, Charles Henry “Chuck” Cooper (1926 - 1984) became one of the first African-American players for the NBA when he joined the Boston Celtics at the Garden. In 1966, Bill Russell (b. 1934) became the first African-American head coach in the NBA when as a player-coach, he replaced Red Auerbach as leader of the team."	https://africanamericantrailproject.tufts.edu/20th-century-sites		
284	Boston Irish Famine Memorial	-71.058519	42.357418			School St & Washington St	Boston	MA	2108		1998	Statue		Original Location								
225	Boston Latin School & Parker Bailey	-71.101192	42.337974		78	Avenue Louis Pasteur	Boston	MA	2115		1635	Building		Relocated					"Boston Latin (est. 1635) is the oldest and first public school in the United States. Although the school was once located on School Street in downtown Boston, it moved to its present location in 1922. Founded in the seventeenth century to educate the city’s Protestant male elite - including Samuel Adams and Ralph Waldo Emerson - in 1877, Parker Bailey became the first African American to graduate from the prestigious school."	https://africanamericantrailproject.tufts.edu/19th-century-sites		
285	Boston Marathon Survivor Memorial	-71.078869	42.34974		671	Boylston St	Boston	MA	2116		2019	Statue		Original Location								
36	Boston Massacre Monument / Crispus Attucks	-71.064359	42.354292			Tremont St & Avery St	Boston	MA	2108			Statue								https://africanamericantrailproject.tufts.edu/18th-centurygallery/zdfio5de477s888f3v18dwpod4644i		
37	Boston old City Hall	-71.058028	42.360583	City of Boston	1	City Hall Plaza	Boston	MA	2201		1962	Building		Original Location			"yes, for design"		"City Hall is just one — though perhaps the most notable — example in a wave of major brutalist buildings constructed in Boston in the 1960s. The city had been suffering from a period of decline during the early- to mid-20th century. However, the Boston Redevelopment Authority, flush with public investment, was hoping to reinvigorate the city’s urban center. Boston City Hall, as well as City Hall Plaza and the rest of Government Center, replaced the run-down neighborhood of Scollay Square.The city went on an international contest to select the design for Boston’s “New City Hall.” After receiving a total of 256 entries, a panel of judges picked the winning design, a collaboration between Gerhard Kallmann, Noel McKinnell and Edward Knowles, in May 1962. Brutalism as a style began to fall out of favor in the 1970s. Experts attribute a variety of potential reasons. Abramson notes that concrete as a material can appear “off-putting,” “overbearing,” and “indecipherable.”"	https://www.boston.com/news/history/2018/07/25/boston-city-hall-brutalism		
286	Boston Public Garden 9/11 Memorial	-71.07095	42.352817			Boston Public Garden	Boston	MA	2116		2004	Statue										
287	Boston Public Library - Copley Branch	-71.078187	42.349417	City of Boston	700	Boylston Street	Back Bay	MA	2116	12/12/00		Building								http://bit.ly/1h9ebwA		
288	Boston Public Library - Faneuil Branch	-71.167826	42.351318	City of Boston	419	Faneuil Street	Brighton	MA	2135			Building										
289	Boston Public Library - Parker Hill Branch	-71.077028	42.341834	City of Boston	1497	Tremont Street	Mission Hill	MA	2118			Building										
390	Boston School Committeewomen	-71.05932	42.3581173										Women's Heritage Trail						"Women were elected to the Boston School Committee before they could vote. In 1875, after a drive by the New England Women's Club, six women took their seats on the Boston School Committee elected by Boston men. Although the Committee was reduced from 116 to 24 members the following year, four women were reelected including Lucretia Crocker (1829-86), who later became the first woman supervisor in the Boston Public Schools, and Abby May (1829-88). May succeeded in starting a separate Latin School for girls, but it was not until 1972 that the two Latin schools became co-educational. When May was defeated for reelection, women all over Massachusetts petitioned the legislature and won the right to vote for school board members, starting in 1879.Julia Duff Julia Harrington Duff (1859-1932) of Charlestown, a former Boston School teacher, was the first Irish-American woman to be elected to the Boston School Committee in 1900. Her rallying cry, Boston schools for Boston girls,‚Äù expressed her belief that Yankee teachers from outside the city were being hired in preference to the young Catholic women graduates of Boston's Normal School. Boston women teachers pressed for their rights. Among the women challenging the 1880s School Committee regulation that women resign upon marriage were Grace Lonergan Lorch (1903-74) and Suzanne Revaleon Green. Green's husband, a lawyer, succeeded in having his wife and two other married teachers reinstated to their teaching positions. The regulation remained on the books, however, until 1953 when a state law required its removal."			
30	Boston Women's Memorial	-71.083326	42.350814		256	Commonwealth Ave	Boston	MA	2116	2003		Statue		Original Location						https://boston.curbed.com/maps/boston-statues-of-women		
85	Boston Young Men's Christian Union Building	-71.063966	42.352235		48	Boylston Street	Theater	MA	2116	11/30/77		Building								http://bit.ly/R0w8DL		
55	Boylston Building	-71.062919	42.352039		2	Boylston Street	Boston	MA		11/30/77		Building										
56	Brook Farm	-71.175314	42.290719		670	Baker Street	West Roxbury	MA		10/25/77		Building										
211	Buckman Tavern / Prince Estabrook	-71.229696	42.449262		1	Bedford St	Lexington	MA	2420			Building		Original Location					"During the American Revolution, people of African and Native descent fought on both sides of the conflict. Although Colonel George Washington initially prevented African descended people from serving in the Continental Army, many black men across New England joined local military companies that rallied in support of the Revolution. Some of these men were no doubt familiar with Buckman Tavern (est. 1709 - 1710), the first public house in Lexington, and a favorite gathering place for militia men during their training on the nearby Lexington Green. In 1773, an enslaved man, Prince Estabrook (c. 1741 - 1830) enlisted in the Lexington militia. Estabrook fought alongside his fellow colonists at the famous Battle of Lexington and Concord on April 19, 1775. Estabrook's story is memorialized on a plaque outside the tavern."	https://africanamericantrailproject.tufts.edu/18th-century-sites		
2	Bunker Hill Monument	-71.060833	42.376389	Commonwealth of Massachusetts	Breed's Hill	Monument Square	Boston	MA		1825		Statue	Local	Original Location						https://npgallery.nps.gov/AssetDetail/NRIS/66000138		
63	Burrage House	-71.086104	42.349234		314	Commonwealth Ave	Back Bay	MA		1/28/03		Building								http://bit.ly/1iq1jzB		
1	Calf Pasture Pumping Station	-71.037469	42.315994				Dorchester	MA														
2	Charles F Allen House	-71.131925	42.251532		18	Roxana Street	Hyde Park	MA				Building										
3	Charles River Esplanade	-71.078885	42.355561				Beacon Hill/Back Bay	MA		6/23/09		Building										
4	Charles River Speedway Administration Building	-71.145258	42.361789		144	1440 Soldiers Field Road		MA				Building								http://bit.ly/1e5MJ2X		
217	Charles Street Meeting House	-71.070539	42.357945		70	Charles St	Boston	MA	2114			Building		Relocated					"Originally located on Beacon Hill, the Charles Street AME Church began in 1818, when a small group of free men and women created the First African Methodist Episcopal Society. After the Civil War, the Church moved to Charles Street at the base of Beacon Hill, where it continued its important role in African-American history. During the 1890s, for instance, local black feminist and equal rights activist, Josephine St. Pierre Ruffin (1842 - 1924) founded the National Federation of Afro-American Women in the Charles Street Church. In 1939, the church moved to Roxbury, where it remains today a vibrant institution within Boston’s African American community."	https://africanamericantrailproject.tufts.edu/19th-century-sites		
218	Charlestown Savings Bank	-71.063579	42.375305		4-Jan	1-4 Thompson Square	Charlestown	MA				Building								http://bit.ly/1hxOctQ		
420	"Chester Square: Anna Quincy Waterston, Harriet Boyd Hawes, the South End Historical Society, and Betty Gibson"	-71.079182	42.338801										Women's Heritage Trail						"Before the widening of Massachusetts Avenue in the 1950s, Chester Square was an elegant park surrounded by a wrought iron fence and centered with a fountain. Among the notable women living there with their families was writer Anna Cabot Lowell Quincy Waterston (1812‚Äì99), whose witty 1833 diary has recently been republished. She was a minister‚Äôs wife and the daughter of Boston Mayor Josiah Quincy. Archeologist Harriet Boyd Hawes (1871‚Äì1945) was born and spent her childhood on Chester Square. After training at Smith College and joining excavations in Crete, she became the first woman to lead an archaeological expedition when she discovered the ancient town of Gournia on Crete. In later years she also served as a volunteer nurse during the Greco-Turkish War and World War I.<br>The South End Historical Society has worked to preserve the history and restore the buildings of the South End. The Society purchased 532 Massachusetts Avenue in the 1970s and occupies the parlor on the second floor which still has many original features. Architect Luther Briggs Jr. designed the building in 1860 for Francis and Zervia Dane. Realtor Betty Gibson also helped revitalize the South End. In the 1960s she moved to 530 Massachusetts Avenue to demonstrate her commitment to the area‚Äôs renewal."			
421	Chestnut Hill Reservoir & Pump Station Complex	-71.151236	42.336089		2400-50	Beacon Street	Brighton	MA		9/26/89		Building								http://bit.ly/1oJsvRu		
93	Christian Science Center Complex	-71.084306	42.344577			"Bounded by Huntington Avenue, Horticultural Hall, Massachusetts Avenue, Clearway Street, Dalton Street, and Belvidere Street"	Fenway	MA		3/9/11		Building										
298	"Christopher Columbus (Beacon Hill, Boston)"											Statue										
267	"Christopher Columbus (North End, Boston)"											Statue										
268	Church Green Buildings	-71.058007	42.353423		101-3 105-13	Summer St.	Boston	MA		10/2/79		Building										
17	Clap’s Favorite Pear **	-71.061753	42.320279	Dorchester Historical Society	695	Columbia road	Boston	MA	2125	2007		Object	Community	Original Location						http://www.dorchesterhistoricalsociety.org/2012/index.php?option=com_content&view=article&id=17&Itemid=143		
249	College Club	-71.073136	42.352865		44	Commonwealth Ave	Boston	MA	2116			Building		Original Location					"Founded in 1890, the College Club is the oldest women’s college club in the United States. It was founded by nineteen Boston women who were members of the National Association of Collegiate Alumnae (now the American Association of University Women). Their goal was to support higher education for women and to offer members a place to meet. The Club continues to provide scholarships for women."	https://bwht.org/back-bay-east/#5		
250	Colonial Theater	-71.065386	42.352221		106	Boylston Street	Boston	MA				Building										
251	Commercial Wharf	-71.050759	42.362334		84	Atlantic Avenue	Waterfront	MA				Building										
86	Commonwealth Avenue Mall	-71.094212	42.348683			Commonwealth Avenue	Back Bay	MA				Building								http://bit.ly/1fXVXgv		
87	Copley Plaza	-71.076589	42.349113		138	St James Avenue	Back Bay	MA				Building										
33	Copp's Hill Burying Ground	-71.055908	42.367185			Hull St	Boston	MA	2113	1659		Other	Community	Original Location						African-American Trail		
405	Cora Reid McKerrow and the Reid Funeral Home	-71.0747663	42.3453717										Women's Heritage Trail						"Among the businesses serving the South End African American community was the Reid Funeral Home founded in 1926 by Cora Reid McKerrrow (1888-1984) and her brother Millard Fillmore Reid. After his death, McKerrow ran the funeral home for thirty years until she closed it in 1971. McKerrow was born into a family of fifteen children in Churchland, Virginia. When she first came to Boston, she worked as a chiropodist and beautician until she became a partner with her brother."			
406	Cox Building	-71.09016	42.329568		7-Jan	Dudley Street	Roxbury	MA		7/10/79		Building								http://bit.ly/1qeQvJv		
407	Curley House	-71.116896	42.320003		350	Jamaicaway	Jamaica Plain	MA		9/26/89		Building								http://bit.ly/1svXf7Q		
218	David Walker & Maria Stewart House	-71.064941	42.360795		81	Joy St	Boston	MA	2114			Building							"David Walker (c. 1796 - 1830) was one of the most radical black abolitionists of his time, publishing his “Appeal” (1829) as a rallying cry for enslaved resistance, free black community organization, and an immediate end to slavery. Born free in Wilmington, North Carolina, Walker moved to Boston around 1825, opened a used clothing shop, and resided in the heart of black abolitionist Boston at this site, then known as 4 Belknap Street. Although Walker lived here only briefly (1827 - 1829), he supported black-led abolition in Boston until his death in 1830, including the Massachusetts General Colored Association (predecessor to William Lloyd Garrison’s New England Anti-Slavery Society), and the early black feminism of fellow abolitionist, Maria Stewart (1803 - 1879). Stewart - the first woman in the United States to deliver a public speech on a political subject - resided here after Walker’s death, during the early 1830s."	https://africanamericantrailproject.tufts.edu/19th-century-sites		
299	Declaration of Independence Tablet	-71.064583	42.354283				Boston	MA	2108		1954	Plaque/Historic Marker		Original Location								
56	Donald McKay House	-71.036443	42.380697		80	White Street	East Boston	MA	2128	5/10/77		Building								http://bit.ly/1g1sEq2		
27	Donald McKay House Exterior & grounds (parcel 61090)	-71.036468	42.380809	Ralph P. and Pauline Ventuccia.	80	White Street	East Boston	MA	2128		1844	Building		Original Location						https://www.boston.gov/sites/default/files/donald-mckay-house-study-report.pdf		
28	Dorchester North Burying Ground	-71.064339	42.316858			Columbia Road and Stoughton Street	Dorchester	MA		11/1/81		Building										
32	Dorchester North Burying Ground	-71.064403	42.316971		585	Columbia Rd	Dorchester	MA	2125	1634		Object	Community	Original Location						African-American Trail		
33	Dorchester Pottery Works	-71.060577	42.323243		101-105	101-105 Victory Rd.	Dorchester	MA				Building								http://bit.ly/1jVLrrv		
386	Dress Reform Parlors and Milliners	-71.061779	42.3566724										Women's Heritage Trail						"The short streets running between Tremont and Washington Streets‚ including Hamilton Place, Winter Street, and Temple Place‚ contained shops for women in the late nineteenth and early twentieth centuries. Many women were successful proprietors of dressmaking and millinery shops, including Irish-born Ellen Hartnett, who rose from being a millinery worker in 1860 to a shop owner with capital twenty-five years later. In order to secure the best class of customers, some dressmakers, like Josephine McCluskey, took on new names‚ she became ‚'Miss Delavenue'. The area also supported Dress Reform Parlors in the 1880s, where women could be freed from the restrictive fashions of the day. They could purchase or buy patterns for such items as the ‚ emancipation waist."			
387	Eben Jordan House	-71.06744	42.356849		46	Beacon Street	Beacon Hill	MA				Building										
388	Ebenezer Hancock House	-71.056773	42.361572			Marshall Street	Boston	MA		7/5/78		Building										
388	Edmonia Lewis Studio	-71.061175	42.3571706										Women's Heritage Trail						"The studio of Edmonia Lewis (1845-ca. 1909), a member of the colony of women sculptors in Rome gathering around Charlotte Cushman (1816-76) in the mid-nineteenth century, was located in a former building at this site from 1863-65. As a child, Lewis, who had both African American and Chippewa ancestry, lived with her Chippewa mother's people. Although she was born free, her favorite subject for her sculpture was freedom from slavery, demonstrated in Forever Free, a sculpture depicting a man and woman breaking their chains, made as a tribute to abolitionist William Lloyd Garrison. It is now on display at the Howard University Gallery of Art. Her most popular work was a bust of Colonel Robert Gould Shaw, the white commander of the African American 54th Massachusetts Infantry during the Civil War. Lewis's identification with her Chippewa heritage caused her also to revere and create a bust of Henry Wadsworth Longfellow, author of the poem, Hiawatha. The sculpture is now owned by the Fogg Art Museum at Harvard University."			
19	Edward Everett	-71.060402	42.319796	Dorchester Historical Society		richardson Park	Dorchester	MA		"1866,"		Statue	Community	Relocated						http://www.dorchesterhistoricalsociety.org/2012/index.php?option=com_content&view=article&id=17&Itemid=143		
20	Edward Everett House	-71.060872	42.320171	Dorchester Historical Society		Columbia Road and Boston Street	Dorchester	MA		1909		Object	Community	Original Location						http://www.dorchesterhistoricalsociety.org/2012/index.php?option=com_content&view=article&id=17&Itemid=143		
21	Elisha Loring House	-71.052495	42.300045		21	Mill Street	Dorchester	MA				Building										
396	"Elizabeth Murray, Corn Hill and Queen Street"	-71.057907	42.358765										Women's Heritage Trail						"Born in Scotland, Elizabeth Murray (1726-85) came to Boston in 1749. At age twenty-three she established a business selling imported cloth and dry goods from Great Britain. She proved to be such a resourceful business woman that she soon earned enough money to be entirely self-sufficient‚ a rare achievement for a colonial woman. Although she married three times, Murray remained childless. Still, she oversaw the education and upbringing of her nieces, kindling in them a spirit of self-reliance and self-esteem. She helped them and other needy women set up shops of their own. Murray once wrote to a friend, I'd rather [be] a useful member of society than all of the fine delicate creatures of the age."			
94	Elizabeth Peabody Bookstore and Circulating Library	-71.062141	42.354677		13-15	West Street	Boston	MA		11/23/11		Building								http://bit.ly/1lGnbcZ		
436	Elizabeth Peabody's Kindergarten	-71.065609	42.3589632										Women's Heritage Trail						"One of the locations for the kindergarten of Elizabeth Palmer Peabody (1804-94), considered the founder of the kindergarten movement in the United States, was at 15 Pinckney Street which, although destroyed, was the mirror image of 17 Pinckney Street. Influenced by the ideas of Friedrich Fr√∂ebel, Peabody became an advocate for kindergartens nationwide, publishing the Kindergarten Messenger and organizing the American Froebel Union. She was a link between the visionaries of the Transcendental movement and educational reformers."			
48	"Emerald Necklace Parks - Jamaica Pond, Olmsted Park and The Riverway"	-71.114824	42.325793			"Riverway, Jamaicaway"	"Fenway, JP"	MA		10/24/89		Building										
227	Faces of Dudley Mural	-71.084991	42.329197		2385	Washington St	Roxbury	MA	2119	1995				Original Location					"After the Civil War, as migrants of African descent from the American South, the Caribbean, and Canada arrived in Boston, the community shifted from its antebellum location on Beacon Hill to the South End and lower Roxbury. In 1901, when the elevated streetcar opened in Dudley Square, the area became a hub of commercial, cultural, and political activity in the racially mixed, yet increasingly black, section of Roxbury. The 1995 mural, “Faces of Dudley,” was painted by Mike Womble and a group of teen artists, and was rehabbed by Womble in 2015. In addition to images of renowned residents such as Malcolm X (1925-1965) and Melnea Cass (1896-1978), every other portrait in the mural is a portrait of a neighborhood resident."	https://africanamericantrailproject.tufts.edu/20th-century-sites		
228	Faneuil Gatekeeper's House	-71.164845	42.352257		351	Faneuil Street	Brighton	MA				Building										
74	Faneuil Hall	-71.055055	42.360039		10-Jan	Faneuil Hall Sq.	Boston	MA		12/13/94		Building										
70	Federal Reserve Bank	-71.055219	42.356585		30	Pearl Street	Boston	MA		10/10/78		Building										
402	Federal Street Church	-71.055941	42.3550011										Women's Heritage Trail						"Among the more well-known Boston women who attended William Ellery Channing's Federal Street Church were abolitionists Maria Weston Chapman (1806-85) and Eliza Lee Cabot Follen. Chapman, a founder of the Boston Female Anti-Slavery Society, was a supporter of abolitionist William Lloyd Garrison, publisher of the famed abolitionist newspaper The Liberator. An inspired organizer and fundraiser, Chapman ran twenty-two yearly anti-slavery fairs in Boston beginning in 1834. One of her colleagues in this venture was Lydia Maria Child (1802-80) whose 1833 publication, An Appeal in Behalf of that Class of Americans called Africans, was the first book to advocate an immediate end to slavery. Chapman's fairs became a model for women in other parts of the country to raise money for the abolitionist cause. Chapman also published several important anti-slavery tracts including How Can I Help Abolish Slavery? and Right and Wrong in Massachusetts. With Garrison, Maria Chapman supported women's full participation in abolitionist work‚ including public speaking, which had been condemned in a pastoral letter from the Congregational ministers of Massachusetts as being outside women‚Äôs God-ordained sphere. In 1840, Chapman was elected to the executive committee of the American Anti-Slavery Society. Eliza Lee Cabot Follen (1787-1860) was best known for her anti-slavery writings including Anti-Slavery Hymns and Songs and A Letter to Mothers in Free States. In A Letter, Follen wrote, what can women, what can we mothers do? you can do everything; I repeat, you can abolish slavery. Let every mother take the subject to heart, as one in which she has a personal concern. In the silence of the night, let her listen to the slave-mothers crying to her for help. Much of Follen's writing was designed for children, including songs, poems, and stories that carried a moral lesson."			
403	Fenway Park	-71.096789	42.347128		24	Yawkey Way	Fenway	MA				Building										
404	Ferdinand's Blue Store	-71.083476	42.330323		2260	Washington Street	Roxbury	MA				Building										
57	Filene’s Complex	-71.059861	42.355612		426	Washington Street	Boston	MA	2110	5/9/06		Building							closed			
58	First Baptist Church	-71.076168	42.351851		110	Commonwealth Avenue	Back Bay	MA				Building										
59	First Church Roxbury - Putnam Chapel	-71.089986	42.329649			John Eliot Square	Roxbury	MA				Building										
